"file","line","level","heading","file_type","placement_verdict","placement_rationale","order_verdict","order_rationale","cluster_id","canonical_target","axis_verdict","dedup_action","nuance_items_retained","nuance_loss_risk","nuance_retention_status"
".ai_ops/workflows/work_status.md","121","2","Outputs","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work_status.md","125","2","Resources","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work_status.md","130","2","Roles","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work_status.md","134","2","Risks and Limits","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","38","1","/work","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","40","2","Purpose","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","46","2","Inputs and Preconditions","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","52","2","Setup-State Guard (Mandatory)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","63","2","Pre-Flight Gates (Mandatory)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","80","2","Context Routing Hook","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","91","2","Pre-Write Authority Guard (Mandatory)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","105","2","Thrift Gate (Mandatory)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","113","2","Mode Detection","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","127","2","Target Repo Selection","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","139","3","Lightweight Complexity Estimator (Intake)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","155","2","Finding Active Work","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","168","2","Workbundle Relevance Gate (Before Workbook Creation) (Mandatory)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","194","2","Decision Matrix (Cold-Start)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","196","3","Direct Mode (ai_ops)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","202","3","Governed Mode (External Repo)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","209","3","Standalone Mode (No ai_ops)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","215","2","Template Selection Shortcut","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","229","2","Run-Family Promotion Hook","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","244","2","Bootstrap vs Work","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","249","2","Steps","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","251","3","Direct Mode (Working on ai_ops)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","275","3","Governed Mode (Working on External Repo via ai_ops)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","298","3","Governed Baseline Readiness Checks (First Entry Per Repo)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","313","2","Workbook Preflight Gate (Before Any Workbook Execution)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","329","2","Pre-Completion Validation Order (Execution Contract)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","340","3","Standalone Mode (No ai_ops - Edge Case)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","348","2","Outputs","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","354","2","Resources","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","363","2","Roles","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","368","2","Decision Matrix Self-Check","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","380","2","Focus Tracking (Context Anchoring)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","389","3","Task Anchoring (Session Start)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","398","3","Task Placement (Decision Matrix)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","409","3","Recursive Focus Check (Before Acting)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","418","3","Pre-Completion Self-Correction Loop","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","445","3","Red Flags (Stop and Re-Anchor)","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".ai_ops/workflows/work.md","452","2","Risks and Limits","workflow","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".github/PULL_REQUEST_TEMPLATE.md","1","1","Pull Request","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".github/PULL_REQUEST_TEMPLATE.md","3","2","Summary","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".github/PULL_REQUEST_TEMPLATE.md","5","2","Scope","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".github/PULL_REQUEST_TEMPLATE.md","7","2","Changes","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".github/PULL_REQUEST_TEMPLATE.md","9","2","Validation","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".github/PULL_REQUEST_TEMPLATE.md","16","2","Authority","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".github/PULL_REQUEST_TEMPLATE.md","24","2","Checklist","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".github/ISSUE_TEMPLATE/bug_report.md","9","2","Summary","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".github/ISSUE_TEMPLATE/bug_report.md","11","2","Expected Behavior","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".github/ISSUE_TEMPLATE/bug_report.md","13","2","Actual Behavior","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".github/ISSUE_TEMPLATE/bug_report.md","15","2","Steps to Reproduce","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".github/ISSUE_TEMPLATE/bug_report.md","21","2","Environment","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".github/ISSUE_TEMPLATE/bug_report.md","27","2","Additional Context","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".github/ISSUE_TEMPLATE/feature_request.md","9","2","Summary","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".github/ISSUE_TEMPLATE/feature_request.md","11","2","Problem Statement","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".github/ISSUE_TEMPLATE/feature_request.md","13","2","Proposed Solution","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".github/ISSUE_TEMPLATE/feature_request.md","15","2","Alternatives Considered","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
".github/ISSUE_TEMPLATE/feature_request.md","17","2","Additional Context","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/README.md","12","2","00_Admin Overview","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/backlog/feedback_intake.md","11","1","Feedback Intake Queue","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/backlog/feedback_intake.md","15","2","Intake Template","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/backlog/feedback_intake.md","30","2","Items","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/backlog/future_work_scorecard.md","11","1","Future Work Scorecard","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/backlog/future_work_scorecard.md","29","2","Notes","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/configs/README.md","11","1","Configs","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/configs/README.md","15","2","Purpose","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/configs/README.md","19","2","Subfolders","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/configs/README.md","24","2","Triggers","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/configs/README.md","34","2","Rules","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/configs/README.md","40","2","Setup Contract Linkage","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/configs/secrets/README.md","11","1","secrets","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/configs/secrets/README.md","13","2","Purpose","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/configs/secrets/README.md","18","2","Rule","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/configs/secrets/README.md","23","2","Trigger","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/decisions/decision_ledger.md","9","1","Decision Ledger","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/decisions/decision_ledger.md","14","2","Entries","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/decisions/decision_ledger.md","57","2","How to Propose a New Entry","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_config.md","11","2","1. Line Length Standard","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_config.md","16","2","2. Python Format & Lint Policy (Hybrid Model)","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_config.md","18","3","2.1 Ruff","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_config.md","24","3","2.2 Mypy","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_config.md","29","3","2.3 Formatter Choice","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_config.md","34","2","3. Markdown & YAML Formatting","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_config.md","39","2","4. Extension Interaction Levels","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_config.md","41","3","4.1 Runs Automatically (Background)","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_config.md","50","3","4.2 Used Only for Certain File Types","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_config.md","59","3","4.3 Used Intentionally","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_config.md","65","2","5. Troubleshooting Formatting","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_extensions.md","10","1","Guide: IDE Extensions","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_extensions.md","12","2","Purpose","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_extensions.md","16","2","Canonical Sources","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_extensions.md","26","2","Required (Baseline)","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_extensions.md","46","2","Recommended (Common Utility)","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_extensions.md","55","2","Optional (Situational)","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_extensions.md","65","2","Audit Interpretation","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_extensions.md","70","2","Validation and Install","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_extensions.md","86","2","IDE Behavior Standards","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_extensions.md","88","3","Formatting and Lint Baseline","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_extensions.md","95","3","Troubleshooting","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/guide_ide_extensions.md","104","2","Change Rule","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/README.md","13","1","Guides Index","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/README.md","17","2","Navigation by Topic","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/README.md","19","3","AI Operations (Critical for Agents)","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/README.md","40","3","Architecture and Structure","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/README.md","53","3","Authoring and Formatting","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/README.md","71","3","Tooling and Environment","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/README.md","79","3","Other Guides","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/README.md","87","2","Guide Characteristics","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/README.md","97","2","Reading Strategy","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/README.md","112","2","Module-Specific Guides","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/README.md","124","2","See Also","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_compatibility_matrix.md","12","1","Guide: AI Compatibility Matrix","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_compatibility_matrix.md","14","2","How ai_ops Works with AI Tools","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_compatibility_matrix.md","20","2","Compatibility Summary","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_compatibility_matrix.md","35","2","Command Manifest","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_compatibility_matrix.md","50","2","Feature Support by Tool (Not Verified)","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_compatibility_matrix.md","60","2","Notes","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_facing_protocol.md","21","1","Reference: AI-Facing Communication Protocol","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_facing_protocol.md","23","2","Compacted Context","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_facing_protocol.md","39","2","Protocol Format","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_facing_protocol.md","76","2","Section Specifications","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_facing_protocol.md","78","3","Status","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_facing_protocol.md","89","3","Summary","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_facing_protocol.md","104","3","Deliverables","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_facing_protocol.md","117","3","Findings","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_facing_protocol.md","172","3","Blockers","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_facing_protocol.md","182","3","Proposals","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_facing_protocol.md","194","3","Evidence","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_facing_protocol.md","207","2","Single-Agent Mode Exception (Planned)","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_facing_protocol.md","221","2","Protocol Invariance","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_facing_protocol.md","239","2","Token Efficiency Notes","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_facing_protocol.md","260","2","Body Text for Subagent Files","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","14","1","Guide: ai_ops","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","19","2","Purpose","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","27","2","Cornerstones: The Axes","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","31","3","Primary Organizing Axes (Artifact Classification)","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","47","3","Quality Axes (Review Dimensions)","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","81","3","Internal Cycle Burden (Diagnostic Signal)","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","92","2","Boundary Reinforcement","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","116","2","Canonical Artifact Types","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","133","2","Immutability Rules","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","142","2","Agents","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","157","3","Agent Delegation Patterns","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","183","3","Role Extensibility","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","191","3","Operational Behavior Location","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","203","2","Context Handoff (Compacted Context)","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","207","3","Principles","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","222","3","Compacted Context Structure (Handoff Payload)","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","272","3","Compaction Quality Heuristics","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","297","2","Execution Orchestration","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","305","2","Relationship to Domain Capability Frameworks","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","326","2","Appendix A: Reference Packs (Optional)","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_operations_stack.md","338","2","Appendix B: Non-Goals","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_ops_vocabulary.md","15","1","Guide: AI Ops Vocabulary","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_ops_vocabulary.md","21","2","Goals","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_ops_vocabulary.md","28","2","1) Modality (Normative Strength)","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_ops_vocabulary.md","42","3","NOT this","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_ops_vocabulary.md","47","2","2) Constraints, Preferences, and Checks","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/guides/ai_operations/guide_ai_ops_vocabulary.md","62","3","NOT this (Constraints)","guide","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
